key,doc_count
B000803F54,16
B000803F5E,16
B0009A6MPS,16
B000A2GZ16,16
B000E6G6EY,16
B000EOUTZ8,16
B000FVR18I,16
B000N0UMQY,16
B000002L1H,8
B00000EYFJ,8
